Company,Faculty,Major,Major Code,Company Address,Latitude,Longitude,Count
2Y Communications Engineering,FET,Mechanical,KB04,"No 66/15, Tingkat Bawah, Taman Sri Intan, Kuala Kuala Terengganu, Terengganu, Jalan Sultan Omar, , Kuala Terengganu , 20300 Terengganu, Malaysia",5.3213925,103.1420157,1
ABB Malaysia Sdn. Bhd.,FET,Electronics Majoring in Nanotechnology,KB07,"Lot 608, Jalan Lagoon Selatan, Bandar Sunway 47500 Subang Jaya, Selangor Darul Ehsan, Malaysia",3.0653306,101.5948522,1
AFA Technologies Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"No 1, 3, 5, Jalan TTC 7, Taman Teknologi Cheng, 75250 Melaka, Malaysia",2.2527932,102.2318813,2
AFA Technologies Sdn. Bhd.,FET,Mechanical,KB04,"No 1, 3, 5, Jalan TTC 7, Taman Teknologi Cheng, 75250 Melaka, Malaysia",2.2527932,102.2318813,4
AWETEX ENGINEERING & TRADING SDN BHD,FET,Electronics majoring in Robotics & Automation,KB05,"No 84 & 85, Jalan Cermai 4, Taman Mesra, 81400 Saleng, Senai, Johor, 81400 Johor, Malaysia",1.6338154,103.6286283,1
Advan Drive Technology Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"17-1, Jalan A, Taman Batu, 52000 Kuala Lumpur, Malaysia",3.1999497,101.6662365,1
Advenxus Solutions Sdn. Bhd.,FET,Mechanical,KB04,"No. 80-1, Jalan Puteri 5/5, Bandar Puteri Puchong, 47100 Puchong, Selangor Darul Ehsan, , 47100 Selangor, Malaysia",3.0160983,101.6169279,1
Afrima Consulting Engineer Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"51, JLN BP 7/2, Bandar Bukit, 47100 Puchong, Selangor.",2.9847073,101.6210232,1
Aiszzy Electronics Enterprise,FET,Mechanical,KB04,"NO.13A JALAN KRISTAL L7/L SEKSYEN 7, SHAH ALAM, 40000 SELANGOR DARUL EHSAN, MALAYSIA",3.0755802,101.4855382,1
Alnajjah Enterprise,FET,Mechanical,KB04,"NO. JB4886, Jalan Bazar, Taman Rambai Perdana, 77400, Malacca",2.1235314,102.4952035,1
Alphabot Machinery Sdn. Bhd.,FET,Mechanical,KB04,"Lot 1145, Jalan Bakariah, 84000 Muar, Johor, Malaysia, 84000 Johor, Malaysia",2.0684216,102.5732498,1
Alphaswift Industries Sdn. Bhd.,FET,Mechanical,KB04,"07-2A, Kenwingston Business Centre, Persiaran Bestari Cyber 9, 63000 Cyberjaya, Selangor, Malaysia, , 63000 Selangor, Malaysia",2.9105273,101.6396909,1
Ansell Malaysia Sdn. Bhd.,FET,Mechanical,KB04,"Lot 80, Ayer Keroh Ind. Estate, 75450 Melaka, Malaysia",2.269908,102.2944891,1
Artans Construction Sdn. Bhd.,FET,Mechanical,KB04,"Lot 55X, Jalan Bukit Lintang, Sungai Rengit, 81620 Pengerang, Johor, 81620 Johor, Malaysia",1.352933,104.226196,1
Avenues Globaline Sdn. Bhd.,FET,Mechanical,KB04,"ibis Styles Hotel Petaling Jaya Commercial Center PJCC, No. 36-1, Jalan PJS 5/28, 46150, Petaling Jaya, Selangor, 46150 Petaling Jaya",3.078567,101.6240035,1
B. Braun Medical Industries Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Bayan Lepas Free Industrial Zone,Bayan Lepas, 11900 Pulau Pinang, Malaysia",5.308987,100.2832409,1
BASF PETRONAS Chemicals Sdn. Bhd.,FET,Mechanical,KB04,"Jalan Gebeng 2/1, Kawasan Perindustrian Gebeng, 26080, Kuantan Pahang, Malaysia",4.01515,103.40435,1
BI Technologies Corporation Sdn. Bhd.,FET,Mechanical,KB04,"A-1445 Jalan Tanjung Api, Kuantan, 25050 Pahang, Malaysia",3.8121122,103.3379729,1
BOLT INDUSTRIES SDN. BHD.,FET,Electronics Majoring in Nanotechnology,KB07,"No. 27-2, Jalan Taman Desa, Kelang Lama 58100 Kuala Lumpur, Malaysia, Jalan Kelang Lama, 58100 Kuala Lumpur., new addr: No. 15 Persiaran Damansara Endah, Bukit Damansara 50490, Kuala Lumpur, Malaysia, 58100 Kuala Lumpur, Malaysia",3.1492646,101.664992,1
BOOSTORDER SDN. BHD.,FET,Electronics Majoring in Nanotechnology,KB07,"BO1-D-9-1 (Pillar 11), Menara 2, 3, Jalan Bangsar, Kampung Haji Abdullah Hukum, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1173508,101.6732033,1
BPE Synergy Engineering Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"8, Jalan TBC 9,Taman Bukit Cheng, 75260 Melaka, Malaysia",2.265856,102.2228341,1
BPE Synergy Engineering Sdn. Bhd.,FET,Mechanical,KB04,"8, Jalan TBC 9,Taman Bukit Cheng, 75260 Melaka, Malaysia",2.265856,102.2228341,3
Beckhoff Automation Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Lot 7, Lorong Teknologi A, jalan Teknologi,Taman Perindustrian Sains Selangor, Kota Damansara 47810 Petaling Jaya, Selangor Malaysia",3.1500461,101.5714585,1
Bend Weld Engineering Sdn. Bhd.,FET,Mechanical,KB04,"Lot 3611 Batu 30 81500, Jalan Johor, Pekan Nanas, 82000 Johor, Malaysia",1.4810615,103.3989336,1
COMDELTA TECHNOLOGIES SDN BHD,FET,Mechanical,KB04,"No. 1, Jalan PP 16/4, Perdana Industrial Park, 47130 Puchong, Selangor., 47130 Selangor, Malaysia",2.9440783,101.6024645,1
CSC Steel Holdings Berhad,FET,Electronics majoring in Robotics & Automation,KB05,"180, Kawasan Industri Ayer Keroh, Ayer Keroh, 75450 Melaka, Malaysia",2.269908,102.2944891,1
CSC Steel Holdings Berhad,FET,Mechanical,KB04,"180, Kawasan Industri Ayer Keroh, Ayer Keroh, 75450 Melaka, Malaysia",2.269908,102.2944891,2
Cape EMS Manufacturing (M) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"PLO 226D & 227A, Jalan Cyber IA, Kawasan Perindustrian Senai 3 81400 Senai, Johor, Malaysia, , 81400 Johor, Malaysia",1.6270266,103.6537737,1
Centrionics Systems and Services Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"No 23, Jalan Sungai Jerluh 32/196, Bukit Kemuning, Seksyen 32, 40460 Shah Alam, Selangor Darul Ehsan. Malaysia",2.9999502,101.5166585,2
Chuan Sin Sdn. Bhd. (Spritzer),FET,Electronics majoring in Robotics & Automation,KB05,"Lot 898, Jalan Reservoir, Off Jalan Air Kuning,Taiping, 34000 Perak, Malaysia",4.8158336,100.7397341,1
Chumbaka,FET,Electronics Majoring in Optical,KB06,"Digital Maker Hub level 2 Cyberview Sdn Bhd Block 3750, Persiaran Apec, Cyber 8, 63000 Cyberjaya, Selangor, 63000 Selangor, Malaysia",2.9083531,101.6558001,1
Cohu Malaysia Sdn Bhd,FET,Electronics majoring in Robotics & Automation,KB05,"No.5203-1, Jalan PAK 2/3, Kawasan Perindustrian Ayer Keroh Fasa 4, 75450 Melaka, Malaysia",2.2647593,102.287809,1
Cohu Malaysia Sdn Bhd,FET,Mechanical,KB04,"No.5203-1, Jalan PAK 2/3, Kawasan Perindustrian Ayer Keroh Fasa 4, 75450 Melaka, Malaysia",2.2647593,102.287809,1
Commaxion Sdn Bhd,FET,Electronics Majoring in Nanotechnology,KB07,"LOT 1-7, Innovation House, Level 1, Technology Park Malaysia, Bukit Jalil 57000 Kuala Lumpur, Malaysia",3.047042,101.6869835,1
Continental Tyre PJ Malaysia Sdn. Bhd.,FET,Mechanical,KB04,"2, Jln Tandang, Seksyen 51, 46050 Petaling Jaya, Selangor",3.0882541,101.639435,1
D3 Electronics (M) Sdn. Bhd. (1238617-P),FET,Electronics Majoring in Nanotechnology,KB07,"No. 53 Lorong Sungai Puloh 8/KU6, Aman Perdana, 42200 Klang, Selangor, 42200 Selangor, Malaysia",3.1021034,101.4008217,1
D3 Electronics (M) Sdn. Bhd. (1238617-P),FET,Mechanical,KB04,"No. 53 Lorong Sungai Puloh 8/KU6, Aman Perdana, 42200 Klang, Selangor, 42200 Selangor, Malaysia",3.1021034,101.4008217,1
DF Automation & Robotics Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"5, Jalan Impian Emas 18, Taman Impian Emas, Skudai, 81300 Johor, Malaysia",1.5343956,103.67903,1
DF Automation & Robotics Sdn. Bhd.,FET,Mechanical,KB04,"5, Jalan Impian Emas 18, Taman Impian Emas, Skudai, 81300 Johor, Malaysia",1.5343956,103.67903,6
DOMINANT Opto Technologies Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Lot 6, Batu Berendam FTZ, Phase III, 75350 Melaka, Malaysia",2.2312796,102.2698217,3
DOMINANT Opto Technologies Sdn. Bhd.,FET,Mechanical,KB04,"Lot 6, Batu Berendam FTZ, Phase III, 75350 Melaka, Malaysia",2.2312796,102.2698217,2
Daikin Research & Development Malaysia Sdn. Bhd.,FET,Mechanical,KB04,"P.O.Box 79, Lot 60334, Persiaran Bukit Rahman Putra 3, Taman Perindustrian Bukit Rahman Putra, Sungai Buloh, 47000 Selangor, Malaysia",3.23392,101.56138,1
Deutsche Technoplast Melaka Sdn Bhd,FET,Electronics majoring in Robotics & Automation,KB05,"8725 FTZ III, Batu Berendam, 75350 Melaka, Malaysia",2.2549007,102.2490697,2
Dialog E & C Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Dialog Tower, No 15 Jln PJU 7/5, Mutiara Damansara, Petaling Jaya, 47810 Selangor, Malaysia",3.1591706,101.6149585,1
Dian Fatt (Melaka) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Lot LP 16, Melaka Auto City MITC, Ayer Keroh, 75450 Melaka, Malaysia",2.2721938,102.2838669,1
Digital Transformations Plt,FET,Electronics Majoring in Nanotechnology,KB07,"Ac210, Batu Kawah New Township, Batu Kawa Road, 93250 Kuching, Sarawak, Malaysia",1.515161,110.3062941,1
Duriane Professionals Sdn. Bhd.,FET,Electronics Majoring in Nanotechnology,KB07,"Jalan Puteri 2/4, Bandar Puteri, 47100 Puchong, Selangor, Malaysia",3.0214602,101.6161003,1
Enrich Bina & Resources,FET,Electronics majoring in Robotics & Automation,KB05,"7-1, Jalan Saujana 1/6,, Taman Saujana Seksyen 1, Bukit Katil, 75450 Melaka, Malaysia",2.2415043,102.3002482,1
Fajin Services Sdn. Bhd.,FET,Mechanical,KB04,"No.24, Jln TU 65, Kaw.Perindustrian Tasik Utama,75450 Ayer Keroh Melaka.",2.2754629,102.2699961,1
Favelle Favco Cranes (M) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Lot 42, Persiaran Bunga Tanjung 2, Senawang Industrial Park, Seremban, 70400 Negeri Sembilan, Malaysia",2.7036107,102.001231,1
Filtermation (Mfg) Sdn. Bhd.,FET,Mechanical,KB04,"Lot 102, Jalan Dua, Kawasan Perindustrian Selangor, Olak Lempit, Banting, 42700 Selangor, Malaysia",2.8196623,101.4503073,1
Flexmodus Sdn. Bhd.,FET,Mechanical,KB04,"No 2, Jalan PK8B-1, Taman Perindustrian Krubong,75250 Melaka, Malaysia",2.279294,102.237721,1
Flextronics Technology (Penang) Sdn. Bhd.,FET,Mechanical,KB04,"PLOT 13, PHASE IV, PRAI INDUSTRIAL ESTATE, 13600 PRAI, PENANG, 13600, PULAU PINANG, Malaysia",5.3648095,100.3968429,1
Fook Huat Plastic Industries Sdn. Bhd.,FET,Mechanical,KB04,"Lot 94-B, Jalan Usaha 12, , Air Keroh Industrial Estate, 75450 Melaka, Malaysia",2.2597274,102.294312,1
GES Manufacturing Services (M) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"PLO 34, Fasa 2, Kawasan Perindustrian Senai, 81400 Senai, Johor, Malaysia.",1.6060675,103.6478418,1
GES Manufacturing Services (M) Sdn. Bhd.,FET,Mechanical,KB04,"PLO 34, Fasa 2, Kawasan Perindustrian Senai, 81400 Senai, Johor, Malaysia.",1.6060675,103.6478418,1
GMP Medicare Sdn Bhd,FET,Electronics majoring in Robotics & Automation,KB05,"Lot 4985, Jalan Dahlia / KU8, Kawasan Perindustrian Meru Timur, 41050 Klang, Selangor, Malaysia, 41050 Selangor, Malaysia",3.043061,101.4406571,1
GMP Medicare Sdn Bhd,FET,Mechanical,KB04,"Lot 4985, Jalan Dahlia / KU8, Kawasan Perindustrian Meru Timur, 41050 Klang, Selangor, Malaysia, 41050 Selangor, Malaysia",3.043061,101.4406571,1
Gen Engineering Consultants Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"38-1, Jalan BPM 4, Taman Bukit Piatu Mutiara,, , 75150 Melaka, Malaysia",2.2075261,102.2711377,1
Global Electrical Industrial Sdn. Bhd.,FET,Mechanical,KB04,"8 Jalan Maju Cemerlang 1, Taman Perindustrian Cemerlang, Ulu Tiram, 81800 Johor, Malaysia",1.5480172,103.8314731,1
Globetronics Manufacturing Sdn. Bhd.,FET,Mechanical,KB04,"Plot 2, Phase 4, Free Industrial Zone, Bayan Lepas, 11900 Penang, 11900 Penang, Malaysia",5.3247022,100.2973064,1
Green Energy Automation Sdn. Bhd.,FET,Mechanical,KB04,"No.2, Jalan Selatan 3/2, Taman Perindustrian Ringan Pulai, Skudai, 81300 Johor , Malaysia",1.5308872,103.6758685,1
HP Malaysia Manufacturing Sdn. Bhd.,FET,Electronics Majoring in Nanotechnology,KB07,PMT 731 Persiaran Cassia Selatan 2 Taman Perindustrian Batu Kawan 14100 Pulau Pinang Malaysia,5.270447,100.4196629,1
Hayan Prints (M) Sdn. Bhd.,FET,Mechanical,KB04,"22A, Jalan TTC 28, Taman Teknologi Cheng, 75250 Melaka, Malaysia",2.269425,102.2332935,1
Hengyuan Refining Company Berhad,FET,Mechanical,KB04,"Batu 1, Jalan Pantai, 71000 Port Dickson, Negeri Sembilan, Malaysia",2.5235045,101.8071464,1
Heraeus Nexensos Malaysia Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Yageo Nexensos Sdn Bhd formerly Heraeus Nexensos 6, Jalan i-Park 1/1 Kawasan Perindustrian i-Park, Bandar Indahpura, 81000 Kulai, Johor",1.6333969,103.6067934,1
Hexachase Flexipack Sdn. Bhd.,FET,Mechanical,KB04,"No. 18, Jalan TTC 26,, Taman Teknologi Cheng, 75250 Melaka, Malaysia",2.2609468,102.2340614,1
Hitachi ABB Power Grids,FET,Electronics Majoring in Nanotechnology,KB07,"ABB Power Grids Malaysia Sdn. Bhd. Lot 608, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang Jaya, Selangor Darul Ehsan, Malaysia",3.0653306,101.5948522,1
Honda Malaysia Sdn Bhd,FET,Mechanical,KB04,"Hicom Industrial Park Pegoh, Alor Gajah, 78000 Melaka, Malaysia",2.42234,102.20684,1
Huawei Technologies (Malaysia) Sdn Bhd,FET,Electronics Majoring in Nanotechnology,KB07,"Suite 32-01, Level 32, Integra Tower, The Intermark, 348, Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia",3.160878,101.7202945,2
Huawei Technologies (Malaysia) Sdn Bhd,FET,Mechanical,KB04,"Level 9, Plaza 33, Jalan Kemajuan, Seksyen 13, 46200 Petaling Jaya, Selangor",3.1098682,101.6382911,1
IMAGINE AI SDN BHD,FET,Electronics majoring in Robotics & Automation,KB05,"NO, C0.10, LOWER GROUND, BLOCK A EDUCITY COMPLEX 1, PERSIARAN GRADUAN, KOTA ILMU, 79200 ISKANDAR PUTERI, JOHOR",1.4313775,103.6151535,1
IMPROVAGE PRECISION SDN. BHD. (HQ),FET,Mechanical,KB04,"No. 3, 5, 7, 9, 11, 13 & Lot 20, Jalan TTC 22, Taman Teknologi Cheng, Kawasan Perindustrian Cheng, 75250, Melaka, 75250 Melaka, Malaysia",2.2611279,102.2271894,1
INTOTEST Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"No.37 & 39, Jln. IMJ2, Taman Perindustrian Malim Jaya, 75250 Melaka, Malaysia",2.2477988,102.2367937,1
INTOTEST Sdn. Bhd.,FET,Mechanical,KB04,"No.37 & 39, Jln. IMJ2, Taman Perindustrian Malim Jaya, 75250 Melaka, Malaysia",2.2477988,102.2367937,3
IOI Pan-Century Oleochemicals Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Lot 231, Jalan Pekeliling, 81700 Pasir Gudang, Johor, Malaysia, 81700 Johor, Malaysia",1.4446299,103.9120228,1
IX Telecom Sdn Bhd,FET,Mechanical,KB04,"A-2-01 Co Place 2, 2260 Jalan Usahawan 1, Cyberjaya, 63000 Selangor, Malaysia",2.9256741,101.6629164,1
Infineon Technologies (Kulim) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Infineon Technologies Kulim Sdn Bhd, Lot 10 & 11, Jalan Hi-Tech 7, Industrial Zone II, Kulim Hi-Tech Park, Kulim, 09000 Kedah, Malaysia",5.3997082,100.5907443,1
Infineon Technologies (Kulim) Sdn. Bhd.,FET,Mechanical,KB04,"Infineon Technologies Kulim Sdn Bhd, Lot 10 & 11, Jalan Hi-Tech 7, Industrial Zone II, Kulim Hi-Tech Park, Kulim, 09000 Kedah, Malaysia",5.3997082,100.5907443,1
Infineon Technologies (Malaysia) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Batu Berendam Free Trade Zone, P.O. Box 52, 75710 Melaka, Malaysia",2.239568,102.2558864,5
Infineon Technologies (Malaysia) Sdn. Bhd.,FET,Mechanical,KB04,"Batu Berendam Free Trade Zone, P.O. Box 52, 75710 Melaka, Malaysia",2.239568,102.2558864,9
Infinite M & E Sdn. Bhd.,FET,Mechanical,KB04,"No. 63, Jalan Mutiara Emas 5/11, Taman Mount Austin, 81100 Johor Bahru, Johor, Malaysia",1.550002,103.7752708,4
Innomapps Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Unit C2-2, Radius Business Park, Jalan Teknokrat 2/1, , Cyber 4, Cyberjaya, 63000 Selangor, Malaysia",2.9346978,101.6552246,1
Intel Microelectronics (M) Sdn Bhd (Kulim),FET,Electronics Majoring in Nanotechnology,KB07,"Lot 8, Jalan Hi-Tech 2/3, Kulim Hi-Tech Park, Kulim, 9000 Kedah, Malaysia",5.4230383,100.5863588,1
Intel Microelectronics (M) Sdn Bhd (Penang),FET,Electronics Majoring in Nanotechnology,KB07,"P.O. Box 121, Bayan Lepas Free Industrial Zone, 11900 Penang, Malaysia",5.308987,100.2832409,1
Intel Microelectronics (M) Sdn Bhd (Penang),FET,Mechanical,KB04,"P.O. Box 121, Bayan Lepas Free Industrial Zone, 11900 Penang, Malaysia",5.308987,100.2832409,2
Inter Syspro Sdn. Bhd.,FET,Mechanical,KB04,"No.30 & 30-2, Jalan Melaka Raya 31, Taman Melaka Raya, 75000 Melaka, Malaysia, 75000 Melaka, Malaysia",2.1839077,102.2551254,2
JECMETAL INDUSTRIES SDN BHD,FET,Mechanical,KB04,"K 96, KAWASAN PERINDUSTRIAN TANJUNG AGAS, 84000 MUAR, JOHOR",2.0582,102.565021,2
Jabil Penang (Plant 1),FET,Mechanical,KB04,"Phase 4, 56, Hilir Sungai Kluang 1, Bayan Lepas Industrial Park, 11900 Bayan Lepas, Penang",5.3037066,100.291674,1
Jabil Sdn. Bhd. (Global Business Centre),FET,Electronics majoring in Robotics & Automation,KB05,"GBS@Mayang, Jalan Mayang Pasir 1, 11950 Bayan Lepas, Pulau Pinang, , 11950 Penang, Malaysia",5.326666,100.2850209,1
Jana Tanmia Resources Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"UPM serdang, 11, Jalan Kota Raja H 27/H, Hicom Town Centre, 40400 Shah Alam, Selangor",3.0142474,101.5620633,1
K. K. Metal Processing Sdn. Bhd.,FET,Mechanical,KB04,"Lot 5206, Jalan Perindustrian Balakong Jaya 1/3,, Kawasan Perindustrian Balakong Jaya, Sri Kembangan,l, 43300 Selangor Darul Ehsan, Malaysia",3.0008547,101.7418636,1
Kejuruteraan Semangat Maju Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"7 & 9, Jalan USJ 10/1D,, UEP Subang Jaya,, 47620 Selangor, Malaysia",3.0482096,101.5842729,1
Keysight Technologies Malaysia Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Bayan Lepas Free Industrial Zone Phase 3, Jalan Kampong Jawa, 11900 Penang, Malaysia",5.3246388,100.2975631,1
Keysight Technologies Malaysia Sdn. Bhd.,FET,Mechanical,KB04,"Bayan Lepas Free Industrial Zone Phase 3, Jalan Kampong Jawa, 11900 Penang, Malaysia",5.3246388,100.2975631,1
Kian Hoe Plantations Berhad,FET,Electronics majoring in Robotics & Automation,KB05,"Batu 3, Jalan Batu Pahat, Taman Berlian Biru, 86000 Kluang, Johor, 86000 Johor Bharu, Malaysia",2.0095511,103.2792075,1
Knowles Electronics (M) Sdn. Bhd.,FET,Mechanical,KB04,"Plot 104 Lebuhraya Kampung Jawa, Bayan Lepas Industrial Estate, 11900 Pulau Pinang, Malaysia",5.3193019,100.292583,1
Kobe Precision Technology Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Plot 39 Phase 4, Lintang Bayan Lepas, Bayan Lepas Free Industrial Zone Phase 4, Bayan Lepas, 11900 Pulau Pinang, Malaysia",5.3017006,100.2912796,1
Kong & Associates Consultants Sdn. Bhd.,FET,Electronics Majoring in Optical,KB06,"No. 35, Jalan Masai Jaya Satu, Plentong, Masai, 81750 Johor, Malaysia",1.5221489,103.813641,1
Kotra Pharma (M) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"1, Jalan TTC12, Cheng Industrial Estate, 75250 Melaka, Malaysia",2.2660837,102.2285537,1
LED Vision Sdn. Bhd.,FET,Mechanical,KB04,"109, Jalan PM1, Tmn Perindustrian Merdeka, Batu Berendam, 75350 Melaka, Malaysia",2.2562545,102.2380678,2
Likom Caseworks Sdn. Bhd.,FET,Mechanical,KB04,"19401-1, Jalan Ttc 12, Taman Teknologi Cheng, 75260 Cheng, Melaka",2.2609195,102.2302732,1
Luminus ShamalStart,FET,Mechanical,KB04,"Irbid Development Area, , Luminus Technical University College LTUC, Building #1,, Ar-Ramtha, Jordan",32.4887787,35.9762627,1
MAQO TECHNOLOGIES (M) SDN BHD (1055077-W),FET,Electronics Majoring in Nanotechnology,KB07,"No 27, Jalan TPP 1/1, Taman Perindustrian Puchong, 47100 Puchong, Selangor Darul Ehsan, Malaysia, 47100 Selangor, Malaysia",3.0236471,101.6125504,2
MEB Construction Sdn. Bhd.,FET,Mechanical,KB04,"Lot 586 & 579, 2nd Mile Jalan Batu Tiga Lama, Klang, 41300 Selangor, Malaysia",3.0521369,101.4602232,1
MES Innovation Sdn Bhd,FET,Electronics Majoring in Nanotechnology,KB07,"13A, Jalan Kenari 2, Bandar Puchong Jaya, Puchong, Selangor, 47100 Malaysia, 47100 Selangor, Malaysia",3.0443228,101.6206631,1
MFS Technology (M) Sdn. Bhd.,FET,Mechanical,KB04,"Lot 5, Batu Berendam FTZ, Phase III, Batu Berendam, 75350 Melaka, Malaysia",2.2478294,102.2557584,3
MSD Innovation Sdn Bhd,FET,Electronics Majoring in Nanotechnology,KB07,"Lot 33066, Jalan Teknologi 2, Cyber 6, 63000 Cyberjaya, Selangor, 63000 Selangor, Malaysia",2.9860008,101.6922929,1
MT Microtel Technology Sdn. Bhd.,FET,Electronics Majoring in Nanotechnology,KB07,"Unit 02-03 to 02-05, Level 2, Tower B, Vertical Business Suite, Avenue 3, Bangsar South, No 8, Jalan Kerinchi, 59200 Kuala Lumpur, 59200 Kuala Lumpur, Malaysia",3.1109305,101.6666748,1
Magicell Sdn Bhd,FET,Electronics Majoring in Nanotechnology,KB07,"A-06-25, Sunway Geo Avenue, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia, 47500 Selangor, Malaysia",3.0652018,101.609882,1
Magicell Sdn Bhd,FET,Electronics Majoring in Optical,KB06,"A-06-25, Sunway Geo Avenue, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia, 47500 Selangor, Malaysia",3.0652018,101.609882,1
Malaysia Airlines Berhad (MAB),FET,Mechanical,KB04,"1st Floor, Workshop Development, Hangar 6, Engineering Complex, South Support Zone, KLIA, 64000 Sepang, Selangor Darul Ehsan, Malaysia.",2.7479521,101.7135809,1
Malaysia Airports Holdings Berhad (MAHB),FET,Electronics Majoring in Nanotechnology,KB07,"IT Division, 3rd Floor, Airport Management Centre, KL International Airport, 64000 KLIA, Selangor",2.75812,101.7094378,1
Malaysian SH Electronics Sdn. Bhd.,FET,Mechanical,KB04,"Lot 5, 7, & 9, Jalan Ragum 15/17, Seksyen 15, 40200 Shah Alam, Selangor, 40200 Selangor, Malaysia",3.0691502,101.5429468,1
Malaysian Space Agency (MYSA),FET,Electronics majoring in Robotics & Automation,KB05,"Kompleks Teknologi Angkasa Agensi Angkasa Malaysia MYSA, Lot 2233, Jalan Turi, Banting, 42700 Selangor Darul Ehsan, Malaysia",2.785836,101.5078264,1
Maruwa (Malaysia) Sdn Bhd,FET,Mechanical,KB04,"Lot 27, 28, 30 & 31 Batu Berendam Industrial Estate Phase 3, FTZ, Melaka, 75350 Melaka",2.2549007,102.2490697,1
Mega Label (Malaysia) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"Lot 1376 GM 127, Mukim Simpang Kanan, Jalan Kluang, 83000 Batu Pahat Johor, Malaysia",1.8651308,102.9981134,1
Metrod (Malaysia) Sdn. Bhd.,FET,Mechanical,KB04,"3, Lengkuk Keluli 2, P.O Box 212, Bukit Raja Prime Industrial Park, Klang, 41720 Selangor, Malaysia",3.0874456,101.4333364,1
Molex (Malaysia) Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"2607 Jalan Perusahaan, Kawasan Perindustrian Prai, 13600 Penang, Malaysia",5.3661544,100.3941952,2
Molex (Malaysia) Sdn. Bhd.,FET,Mechanical,KB04,"2607 Jalan Perusahaan, Kawasan Perindustrian Prai, 13600 Penang, Malaysia",5.3661544,100.3941952,3
Muehlbauer Technologies Sdn. Bhd.,FET,Mechanical,KB04,"3, Jalan TU 62, Taman Tasik Utama, 75450 Melaka, Malaysia",2.2750936,102.2731229,1
Multi-Code Electronics Industries (M) Berhad,FET,Mechanical,KB04,"No. 2 & 4, Jalan Waja 7, Kawasan Perindustrian Pandan, , Johor Bahru, 81100 Johor, Malaysia",1.5339247,103.7825971,1
Mytech & Assembly Sdn. Bhd.,FET,Mechanical,KB04,"Lot 210, PTD 102565, Jalan Seelong, 81400 Senai, Johor.",1.6113822,103.6688942,1
NXP Malaysia Sdn Bhd (PJ),FET,Electronics Majoring in Optical,KB06,"2 Jalan SS 8/2 Ss 8, Sungai Way Free Trade Industrial Zone, 47300 Petaling Jaya, Selangor",3.0858316,101.6123333,1
Narabac Engineering Sdn. Bhd.,FET,Electronics majoring in Robotics & Automation,KB05,"No. 229, Jalan KIP 7, Taman Perindustrian KIP, 52200 Kuala Lumpur, Malaysia",3.2040459,101.6044902,1
Nestle Manufacturing Shah Alam (Malaysia) Sdn. Bhd.,FET,Mechanical,KB04,"Shah Alam Complex, Jalan Playar 15/1, Seksyen 15, 40700 Shah Alam, Selangor",3.0563854,101.5144922,1
Nestlé Manufacturing (Malaysia) Sdn Bhd,FET,Electronics majoring in Robotics & Automation,KB05,"Jalan Perusahaan Utama, Kawasan Perindustrian Chembong, 71300 Rembau, Negeri Sembilan",2.6071446,102.0709973,1
